timestamp,local_time,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,position_11,position_12,position_13,position_14,position_15,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,velocity_9,velocity_10,velocity_11,velocity_12,velocity_13,velocity_14,velocity_15,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8,effort_9,effort_10,effort_11,effort_12,effort_13,effort_14,effort_15
1745885655.5107565,2025-04-29 00:14:15.510,0.018815321948518197,0.031023788053400416,-0.009403868790477813,-0.02562628979000606,0.007990982861593022,0.004775429269022311,-0.007972901227503458,0.02713641842791143,0.012221970010068202,0.028801712682147623,-0.008184902587923547,0.026449538362762207,0.41674413221839807,0.006145927772953917,0.35642085087939973,0.04322632054107627,0.003920783381393071,-0.009571002304593906,-0.0008009279451428142,-0.0008449215570291322,-0.0027892275703843648,0.0033548829224128635,-0.006596113723165185,-0.006816051571278316,0.010735595440075987,-0.014686142640090558,-0.008763572126193482,-0.00759405489484595,0.00020086343555361102,0.009607032102268253,-0.00042607597815426,0.016479540886875844,-0.028615061260916605,-0.0609947658532955,0.017023075176277203,0.03342401652942167,-0.011707551535351097,-0.009919895659510037,0.015142755856286048,-0.03439125725201868,-0.0194065145591099,-0.05598794967388528,0.015784453313405604,-0.0333971727352609,-0.036867220395808746,-0.011793061708339214,-0.28494887088262144,-0.0580069662009555
1745885655.5140896,2025-04-29 00:14:15.514,0.018834061695359908,0.031023362478741524,-0.009405879221497947,-0.025601289806049324,0.00797231081389362,0.00480029443049842,-0.007961461833439883,0.02716421436637187,0.012197403126493207,0.028802485664666436,-0.008177425808824277,0.026485796849885307,0.41674369218157525,0.006119667223998494,0.35653041251696477,0.04324460835545226,0.008801934084525318,0.010207067886041544,-0.0006011838345644464,0.006318129104553211,-0.008118938608761533,0.0035048543612603467,-0.008596365727605826,0.002903210043815694,-0.005682806493184369,0.0018848298333209847,0.0005155359575787798,0.008269234048240658,9.411558793865165e-05,-0.0011364974336776285,0.0169682544071051,0.04293541237484068,-0.02913128595149239,-0.06316950242494762,0.017002724658844042,0.032460319964272205,-0.011146572359964278,-0.009986122840735478,0.01536219518750449,-0.03569089598197948,-0.017727824040421374,-0.05781230261099818,0.014657502140974244,-0.03550653633112219,-0.03685024013765631,-0.010244324640082571,-0.2870361905288526,-0.06094088622332042
1745885655.5174232,2025-04-29 00:14:15.517,0.018827552911638464,0.031005354502119723,-0.009371580216457091,-0.025604042447501748,0.00796110758527398,0.0048152135273840865,-0.007901340301522333,0.027163139297621663,0.012218168260001149,0.028802949454177725,-0.008190692373191184,0.0264897993103327,0.41670792289582864,0.006086158262798772,0.35673817055411555,0.043237828412251385,-0.00043520449741323475,-0.010933752778974931,0.001697204277780485,0.0036257210400417626,-0.00021770567375045127,0.008323890047081894,0.01442695580700971,0.00700326551393705,-0.0021637914590895897,-0.00416711788353641,-0.00048666233766824933,0.005201685053980072,-0.0020896609654045438,-0.008018253807151689,0.038623807475833334,-0.03322981495230816,-0.028197808917716373,-0.060807996198552206,0.016665179876289106,0.03281391144654684,-0.011919890810535926,-0.010546054959947182,0.012491177845899036,-0.03622250560371998,-0.018110873244092766,-0.057147515941166446,0.014801645752264322,-0.03511295816044992,-0.03644398122601228,-0.009223913513756676,-0.2896348568971,-0.0525538972911729
1745885655.5207555,2025-04-29 00:14:15.520,0.018823647641405598,0.031030054979799576,-0.009351000813432576,-0.02562344666419967,0.00793663301627573,0.0048064123536890185,-0.007883020014198272,0.027144741624545072,0.01226613260375885,0.028820980359710962,-0.008163147048158391,0.02647444815477467,0.4167042139562071,0.006066052886078938,0.3567740622172737,0.04321600781450439,-0.0004955013040046897,0.005573617567290202,0.012904861482692525,-0.004314853360926126,-0.006925211532451931,-0.0008595999796347485,0.009755683413192575,-0.00755364095491743,0.012231797993299955,0.003907594644582103,-0.00396456080595832,-0.003126026531439909,-0.012127838164298473,-0.006017596096063721,0.05195697257129283,0.03200975631644053,-0.028185921331707928,-0.06267320789200108,0.015283218086255533,0.033871411600379965,-0.011212428371168402,-0.009518268709618215,0.01301875401597378,-0.03430619078776933,-0.01962237870496827,-0.05807179613032595,0.015169411983400103,-0.03401039915211988,-0.034930094979010805,-0.009469826452885273,-0.2912348367085551,-0.059701883353664165
1745885655.5240972,2025-04-29 00:14:15.524,0.018821304479265877,0.03104487526640749,-0.009356405803444337,-0.02563508919421842,0.007939700906703246,0.004801131649471977,-0.007889780473630304,0.027133703020699118,0.01229491121001347,0.028831798903030906,-0.008128867221312248,0.026500742725092785,0.41671974122426064,0.006053989660047039,0.3566535761605568,0.043185162824029726,-0.00043754099011634074,0.004231177050523668,-0.00323499157032483,-0.0032857271453352373,-0.003971511119478452,-0.0008318145380476981,0.000121583263643351,0.0001343534338628504,0.00906150237497133,0.0029920556245923357,0.015654562686406404,-0.0003018639617796703,0.009634239992397906,-0.004332551793567224,-0.02930908391520018,-0.04123952876436712,-0.028188202619887182,-0.06255518000837258,0.017229729434638786,0.03375276048137753,-0.011512400248107024,-0.009510763699758708,0.014187014860897346,-0.03529127987331103,-0.01934851705251734,-0.05799272392476697,0.012753413475993278,-0.034411723227589265,-0.03822856669223305,-0.009685225170980555,-0.28148290993017594,-0.05160436350715826
1745885655.5274386,2025-04-29 00:14:15.527,0.018819898581982047,0.031053767438372237,-0.009359648797451393,-0.02565982734405614,0.007941541640959756,0.004780210595115284,-0.007876084117463055,0.027109327226565075,0.012294425741939775,0.028820537397196408,-0.008161557220683966,0.02651651946728366,0.41669355232143984,0.006046751724427899,0.35670555294931194,0.043344182148009607,-0.00034667113609333143,0.0030709254262099865,0.003177452668220512,-0.003452077717301406,0.0030398150552559794,-0.0017512672424471122,0.0008927118448132452,-0.006690890537602048,0.005407844921257974,0.0011212034972886721,-0.003188940479534975,0.011388258088515275,-0.006412026868539318,-0.003032740003097156,-0.003849408669433698,0.03789948611393354,-0.02819518075936374,-0.062445336673627574,0.016466073515226047,0.033806545650522164,-0.012216293966965233,-0.009367781793561387,0.014069825990055912,-0.03437230962464633,-0.01898242310503546,-0.05776440717909457,0.015073475854775337,-0.03595194885897575,-0.035764011076886704,-0.009854894331093827,-0.28453807095966793,-0.06051638026494518
1745885655.5307565,2025-04-29 00:14:15.530,0.018836807675438216,0.031059102741551086,-0.009361594593855627,-0.025674670233958773,0.007907140817860725,0.0047499053306748005,-0.007867866303762705,0.02711245438191112,0.012276381829269089,0.028813780493695706,-0.008181171220306996,0.026490480248945243,0.4167133442434003,0.006042408963056415,0.35670123375891205,0.0434040884787446,0.0008113294033858642,0.0021641837172235714,-0.003523528689563605,-0.008278723326739533,-0.005562599942950912,-0.008190356467284148,0.006343723862722998,-0.0038260197941274426,-0.0031557372270994153,-0.005047306503854054,-0.00840845813114103,-0.005362172615002944,-0.002654098280050645,-0.0020814389948961504,0.023993489272284584,0.026351029270437802,-0.02833634445349591,-0.062356265691996766,0.01727369371168776,0.034453305336622546,-0.011304451232495998,-0.008598871449948345,0.01340091248324611,-0.03474880812324789,-0.018098999021193694,-0.05707235727196747,0.015735123172289516,-0.033740541883678435,-0.036371242593472984,-0.009980693777910445,-0.28787921871267413,-0.05932392824211614
1745885655.534089,2025-04-29 00:14:15.534,0.018864705763338385,0.031044551291631924,-0.009362762071698167,-0.02568357596790035,0.007886500324001308,0.004767227435663447,-0.007862935615542495,0.027114330675118745,0.012247802849840207,0.028845231615248223,-0.008175186988254347,0.026510361981595135,0.4167074667647501,0.006057555938059993,0.3566276317173663,0.04338677438170619,0.007511908318132814,0.00042526177154436314,0.0031667370047817564,-0.00015076100755561706,-0.009927134468788396,-0.0038746953740798904,-0.0012487855214490273,0.0031679023788943246,-0.003608498215824661,0.004209948217574708,0.0006649612892889409,-0.0020241790012757027,0.008756658783086008,-0.0003398768251059018,-0.027477256525700974,0.004069747934909631,-0.029048249476820855,-0.06213588137813373,0.01647296328848289,0.033408247689252685,-0.010837037039123122,-0.009108238380178105,0.014303138370550375,-0.03566045718691063,-0.018010854453177846,-0.05815355753442966,0.014635541224143152,-0.034200327305907836,-0.038069925699913125,-0.01025026233918716,-0.28170272921691586,-0.05685047896905811
1745885655.5374255,2025-04-29 00:14:15.537,0.018845939352425546,0.03103582042168043,-0.00936346255840369,-0.025706672040091767,0.007891868659512125,0.004777620698656634,-0.00785997720261037,0.02711545645104332,0.01223065546218288,0.028864102288179733,-0.008153843817196289,0.026540043653011533,0.4166684350139071,0.006084396754888607,0.35649470733330646,0.04344739645078902,0.0033821929296064274,-0.0055949891997329575,-0.003468722924776222,-0.006801724577969917,-0.0003077014666606966,0.008951755618579351,0.004754845149381776,-0.0033585484298535436,-0.008519773148293455,0.008983945444617534,0.0016783926612136035,0.011218308632030542,-0.013066085523040765,0.006731820507671066,-0.008474179589346043,0.0007490627993253316,-0.028607128321598962,-0.06145619203139023,0.01727047935609979,0.03430289784725539,-0.011807032842602119,-0.010539934515356997,0.013577377546772854,-0.034813482090475356,-0.017494005878444973,-0.05871643857526739,0.014475511751607687,-0.035960436871078964,-0.03471064420213946,-0.01128592935438458,-0.28398309844927844,-0.05656401229395152
1745885655.5407581,2025-04-29 00:14:15.540,0.01887018476953078,0.03103058189970953,-0.009346130218600536,-0.025702777051580146,0.007895089660818616,0.00474835139279961,-0.007875954786677563,0.02716938981207747,0.012238119661414951,0.02885767206011217,-0.008123285282734986,0.026522347392208434,0.4166805212270542,0.006118253876812244,0.3564504579665235,0.043519274955891654,-0.007157434802080609,0.0016495281852365058,0.004279851883640468,-0.0038472815559742334,8.68375511142277e-06,-0.0070273208456850065,-0.003426874464127781,0.006542524163281695,0.0006569968074159333,-0.00031644085663286254,0.008161875875167694,0.0003480592465277502,-0.001793405845344024,0.006070987971972187,-0.050307325780757785,0.031367669738628215,-0.027589533674088108,-0.062242611899795075,0.01630945216744411,0.033913756769330845,-0.011843502866739066,-0.00872369749257387,0.014587943551714947,-0.036170734896927334,-0.01842287917286402,-0.057680535625994726,0.013642488403902852,-0.03452429931191957,-0.03642813582271755,-0.011250969906656921,-0.27896312090630904,-0.06002550111390825
