timestamp,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,vel_10,vel_11,vel_12,vel_13,vel_14,vel_15,eff_0,eff_1,eff_2,eff_3,eff_4,eff_5,eff_6,eff_7,eff_8,eff_9,eff_10,eff_11,eff_12,eff_13,eff_14,eff_15
2025-04-25T14:48:45.336906,3.2750489711761475,4.651029586791992,3.2244277000427246,3.058757781982422,3.120116949081421,4.681709289550781,3.1876120567321777,3.147728681564331,3.0464859008789062,4.6725053787231445,3.2106218338012695,3.0710294246673584,4.80289363861084,4.710855007171631,3.106311082839966,3.245903253555298,-0.23980824649333954,-0.2637890577316284,-0.1918465942144394,0.2877698838710785,0.04796164855360985,-0.2877698838710785,-0.0959232971072197,0.04796164855360985,0.16786576807498932,-0.2637890577316284,-0.16786576807498932,0.33573153614997864,-0.2877698838710785,-0.2877698838710785,0.21582742035388947,-0.31175071001052856,-285.4200134277344,-469.0,-210.3800048828125,221.10000610351562,40.20000076293945,-462.29998779296875,-113.9000015258789,-21.440000534057617,182.24000549316406,-459.6199951171875,-178.22000122070312,205.02000427246094,-479.7200012207031,-455.6000061035156,91.12000274658203,-285.4200134277344
2025-04-25T14:48:45.410202,3.1538643836975098,4.351903438568115,3.2551071643829346,3.279650926589966,3.1431267261505127,4.405592918395996,3.2719810009002686,3.2489712238311768,3.1385247707366943,4.396389007568359,3.270447015762329,3.2811849117279053,4.465417861938477,4.281340599060059,3.256641149520874,3.2474372386932373,-1.0311753749847412,-4.916069030761719,1.7985618114471436,3.8369319438934326,0.23980824649333954,-4.556356430053711,2.637890577316284,2.517986536026001,0.8872904777526855,-4.508394718170166,2.422063112258911,3.7649893760681152,-5.56355094909668,-7.0503621101379395,2.8537180423736572,1.4868110418319702,14.739999771118164,-411.3800048828125,443.5400085449219,434.1600036621094,-2.680000066757202,-430.1400146484375,439.5199890136719,442.20001220703125,9.380000114440918,-422.1000061035156,440.8599853515625,428.79998779296875,-186.25999450683594,-155.44000244140625,444.8800048828125,381.8999938964844
2025-04-25T14:48:45.489826,3.1906800270080566,4.002155780792236,3.8150103092193604,3.8763694763183594,3.1415927410125732,4.009825706481934,3.8257479667663574,3.7551848888397217,3.1431267261505127,4.006757736206055,3.8088743686676025,3.8533596992492676,3.9760782718658447,4.0773210525512695,3.5434956550598145,3.44071888923645,0.695443868637085,-3.3093535900115967,8.081537246704102,8.417268753051758,0.0959232971072197,-4.148682594299316,8.201441764831543,7.649882793426514,-0.11990412324666977,-3.956835985183716,8.081537246704102,8.081537246704102,-6.115109920501709,0.575539767742157,2.254197359085083,1.0311753749847412,12.0600004196167,223.77999877929688,30.81999969482422,178.22000122070312,-5.360000133514404,217.0800018310547,9.380000114440918,226.4600067138672,-6.699999809265137,213.05999755859375,69.68000030517578,147.39999389648438,18.760000228881836,120.5999984741211,-100.5,-56.279998779296875
2025-04-25T14:48:45.554325,3.212155818939209,4.10339879989624,3.8594956398010254,4.032835483551025,3.1385247707366943,4.098796844482422,3.8564276695251465,4.058913230895996,3.144660711288452,4.114136695861816,3.8794374465942383,4.04817533493042,4.009825706481934,4.134078025817871,3.480602502822876,3.4115731716156006,0.3597123622894287,2.038370132446289,-1.0311753749847412,-0.9832137823104858,-0.07194247096776962,1.8705042600631714,-1.5347727537155151,0.9592329859733582,-0.11990412324666977,1.5347727537155151,-1.5347727537155151,-1.1270986795425415,1.2470028400421143,0.5515589714050293,-0.7194247245788574,-0.21582742035388947,17.420000076293945,-1.340000033378601,-76.37999725341797,-124.62000274658203,4.019999980926514,12.0600004196167,-71.0199966430664,-196.97999572753906,-6.699999809265137,-33.5,-127.30000305175781,-168.83999633789062,20.100000381469727,-9.380000114440918,21.440000534057617,4.019999980926514
2025-04-25T14:48:45.636444,3.242835283279419,4.0941948890686035,3.821146249771118,3.9745442867279053,3.140058755874634,4.10339879989624,3.8257479667663574,3.9822142124176025,3.140058755874634,4.100330829620361,3.824214220046997,3.9714763164520264,4.022097587585449,4.132544040679932,3.491340160369873,3.4146411418914795,0.5515589714050293,-0.5515589714050293,-0.3597123622894287,-0.3836931884288788,0.04796164855360985,-0.40767401456832886,-0.23980824649333954,-0.8633096814155579,-0.07194247096776962,-0.3836931884288788,-0.3836931884288788,-0.5275781154632568,0.0959232971072197,0.0,0.33573153614997864,0.11990412324666977,12.0600004196167,26.799999237060547,21.440000534057617,16.079999923706055,0.0,-12.0600004196167,12.0600004196167,-16.079999923706055,-1.340000033378601,-8.039999961853027,17.420000076293945,14.739999771118164,-20.100000381469727,-10.720000267028809,4.019999980926514,-1.340000033378601
2025-04-25T14:48:45.713961,3.2643110752105713,4.108000755310059,3.827281951904297,3.9760782718658447,3.1385247707366943,4.1110687255859375,3.827281951904297,3.977612257003784,3.140058755874634,4.106466770172119,3.8288159370422363,3.980680227279663,4.01902961730957,4.132544040679932,3.4882724285125732,3.4115731716156006,0.40767401456832886,0.14388494193553925,0.0959232971072197,0.023980824276804924,-0.04796164855360985,0.0,0.0,0.0,-0.16786576807498932,0.0,0.04796164855360985,0.023980824276804924,-0.0959232971072197,-0.04796164855360985,-0.11990412324666977,-0.023980824276804924,18.760000228881836,-21.440000534057617,5.360000133514404,16.079999923706055,2.680000066757202,-29.479999542236328,10.720000267028809,2.680000066757202,1.340000033378601,-17.420000076293945,9.380000114440918,1.340000033378601,-13.399999618530273,-24.1200008392334,9.380000114440918,6.699999809265137
2025-04-25T14:48:45.793358,3.253573179244995,4.109534740447998,3.8288159370422363,3.977612257003784,3.1385247707366943,4.109534740447998,3.8288159370422363,3.977612257003784,3.1431267261505127,4.106466770172119,3.830349922180176,3.980680227279663,4.02056360244751,4.134078025817871,3.494408130645752,3.41310715675354,-0.43165484070777893,0.04796164855360985,0.11990412324666977,0.023980824276804924,-0.04796164855360985,0.0,0.023980824276804924,0.0,-0.023980824276804924,0.023980824276804924,0.023980824276804924,0.023980824276804924,0.04796164855360985,0.023980824276804924,0.04796164855360985,0.023980824276804924,-14.739999771118164,-25.459999084472656,2.680000066757202,6.699999809265137,4.019999980926514,-24.1200008392334,5.360000133514404,5.360000133514404,-5.360000133514404,-21.440000534057617,4.019999980926514,0.0,-20.100000381469727,-14.739999771118164,-12.0600004196167,2.680000066757202
2025-04-25T14:48:45.873419,3.2274956703186035,4.108000755310059,3.827281951904297,3.977612257003784,3.140058755874634,4.109534740447998,3.8288159370422363,3.977612257003784,3.1431267261505127,4.106466770172119,3.8288159370422363,3.980680227279663,4.02056360244751,4.134078025817871,3.494408130645752,3.41310715675354,-0.455635666847229,0.07194247096776962,0.04796164855360985,0.023980824276804924,0.0,0.0,0.04796164855360985,0.0,0.0,0.0,0.0,0.023980824276804924,0.0,0.023980824276804924,0.023980824276804924,0.04796164855360985,-16.079999923706055,-22.780000686645508,8.039999961853027,8.039999961853027,0.0,-26.799999237060547,5.360000133514404,5.360000133514404,-1.340000033378601,-21.440000534057617,5.360000133514404,0.0,-18.760000228881836,-12.0600004196167,-10.720000267028809,0.0
2025-04-25T14:48:45.953699,3.1998839378356934,4.108000755310059,3.827281951904297,3.977612257003784,3.140058755874634,4.109534740447998,3.8288159370422363,3.977612257003784,3.1431267261505127,4.106466770172119,3.8288159370422363,3.980680227279663,4.02056360244751,4.134078025817871,3.494408130645752,3.41310715675354,-0.43165484070777893,-0.023980824276804924,0.023980824276804924,0.023980824276804924,0.04796164855360985,0.0,0.023980824276804924,0.0,0.0,-0.023980824276804924,0.0,0.023980824276804924,0.0,0.023980824276804924,0.023980824276804924,0.023980824276804924,-20.100000381469727,-24.1200008392334,8.039999961853027,5.360000133514404,0.0,-26.799999237060547,5.360000133514404,4.019999980926514,-5.360000133514404,-21.440000534057617,8.039999961853027,0.0,-17.420000076293945,-10.720000267028809,-6.699999809265137,0.0
2025-04-25T14:48:46.033461,3.1738061904907227,4.109534740447998,3.827281951904297,3.977612257003784,3.140058755874634,4.109534740447998,3.8288159370422363,3.977612257003784,3.1431267261505127,4.108000755310059,3.8288159370422363,3.980680227279663,4.02056360244751,4.132544040679932,3.494408130645752,3.41310715675354,-0.4796164929866791,0.04796164855360985,0.023980824276804924,0.023980824276804924,0.0,0.0,0.023980824276804924,0.0,0.0,-0.023980824276804924,0.0,0.023980824276804924,0.0,0.0,0.0,0.023980824276804924,-12.0600004196167,-25.459999084472656,6.699999809265137,9.380000114440918,1.340000033378601,-25.459999084472656,4.019999980926514,5.360000133514404,0.0,-22.780000686645508,6.699999809265137,0.0,-17.420000076293945,-8.039999961853027,-9.380000114440918,0.0
